@relation train-weka.filters.unsupervised.instance.RemoveWithValues-S46.0-Cfirst-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S45.0-Cfirst-Lfirst-last

@attribute DayOfWeek numeric
@attribute Date date yyyy-MM-dd
@attribute Sales numeric
@attribute Customers numeric
@attribute Open numeric
@attribute Promo numeric
@attribute StateHoliday string
@attribute SchoolHoliday numeric

@data
2,2014-09-16,5058,374,1,1,0,0
3,2014-09-17,5113,378,1,1,0,0
4,2014-09-18,4767,389,1,1,0,0
5,2014-09-19,5104,399,1,1,0,0
6,2014-09-20,4900,397,1,0,0,0
7,2014-09-21,0,0,0,0,0,0
1,2014-09-22,3777,336,1,0,0,0
2,2014-09-23,3279,304,1,0,0,0
3,2014-09-24,3015,252,1,0,0,0
4,2014-09-25,3686,332,1,0,0,0
5,2014-09-26,4044,352,1,0,0,0
6,2014-09-27,5505,446,1,0,0,0
7,2014-09-28,0,0,0,0,0,0
1,2014-09-29,6692,464,1,1,0,0
2,2014-09-30,6427,442,1,1,0,0
3,2014-10-01,6164,432,1,1,0,0
4,2014-10-02,6008,458,1,1,0,0
5,2014-10-03,0,0,0,1,a,0
6,2014-10-04,5982,517,1,0,0,0
7,2014-10-05,0,0,0,0,0,0
1,2014-10-06,7057,502,1,1,0,0
2,2014-10-07,5340,394,1,1,0,0
3,2014-10-08,5417,386,1,1,0,0
4,2014-10-09,5572,427,1,1,0,0
5,2014-10-10,5813,430,1,1,0,0
6,2014-10-11,5534,495,1,0,0,0
7,2014-10-12,0,0,0,0,0,0
1,2014-10-13,4187,381,1,0,0,0
2,2014-10-14,3535,316,1,0,0,0
3,2014-10-15,3792,340,1,0,0,0
4,2014-10-16,4503,396,1,0,0,0
5,2014-10-17,4517,387,1,0,0,0
6,2014-10-18,5440,452,1,0,0,0
7,2014-10-19,0,0,0,0,0,0
1,2014-10-20,5848,444,1,1,0,1
2,2014-10-21,4687,378,1,1,0,1
3,2014-10-22,4457,351,1,1,0,1
4,2014-10-23,5527,426,1,1,0,1
5,2014-10-24,4870,390,1,1,0,1
6,2014-10-25,5109,436,1,0,0,0
7,2014-10-26,0,0,0,0,0,0
1,2014-10-27,4268,387,1,0,0,1
2,2014-10-28,3286,302,1,0,0,1
3,2014-10-29,3614,306,1,0,0,1
4,2014-10-30,4489,400,1,0,0,1
5,2014-10-31,6648,559,1,0,0,1
6,2014-11-01,0,0,0,0,a,0
7,2014-11-02,0,0,0,0,0,0
1,2014-11-03,8505,588,1,1,0,0
2,2014-11-04,6259,428,1,1,0,0
3,2014-11-05,5469,378,1,1,0,0
4,2014-11-06,5900,437,1,1,0,0
5,2014-11-07,6052,465,1,1,0,0
6,2014-11-08,6235,479,1,0,0,0
7,2014-11-09,0,0,0,0,0,0
1,2014-11-10,6483,488,1,1,0,0
2,2014-11-11,4924,405,1,1,0,0
3,2014-11-12,4918,369,1,1,0,0
4,2014-11-13,5884,438,1,1,0,0
5,2014-11-14,6440,453,1,1,0,0
6,2014-11-15,4996,443,1,0,0,0
7,2014-11-16,0,0,0,0,0,0
1,2014-11-17,3849,350,1,0,0,0
2,2014-11-18,3202,281,1,0,0,0
3,2014-11-19,3893,309,1,0,0,0
4,2014-11-20,3802,346,1,0,0,0
5,2014-11-21,4021,339,1,0,0,0
6,2014-11-22,5512,441,1,0,0,0
7,2014-11-23,0,0,0,0,0,0
1,2014-11-24,7328,522,1,1,0,0
2,2014-11-25,5671,429,1,1,0,0
3,2014-11-26,6658,431,1,1,0,0
4,2014-11-27,6556,475,1,1,0,0
5,2014-11-28,7078,492,1,1,0,0
6,2014-11-29,7075,550,1,0,0,0
7,2014-11-30,0,0,0,0,0,0
1,2014-12-01,7606,543,1,1,0,0
2,2014-12-02,6358,426,1,1,0,0
3,2014-12-03,6460,429,1,1,0,0
4,2014-12-04,6446,453,1,1,0,0
5,2014-12-05,8451,570,1,1,0,0
6,2014-12-06,6388,495,1,0,0,0
7,2014-12-07,0,0,0,0,0,0
1,2014-12-08,5278,424,1,0,0,0
2,2014-12-09,4366,338,1,0,0,0
3,2014-12-10,4119,341,1,0,0,0
4,2014-12-11,4609,395,1,0,0,0
5,2014-12-12,5488,430,1,0,0,0
6,2014-12-13,6596,485,1,0,0,0
7,2014-12-14,0,0,0,0,0,0
1,2014-12-15,9228,619,1,1,0,0
2,2014-12-16,7316,492,1,1,0,0
3,2014-12-17,7256,506,1,1,0,0
4,2014-12-18,9169,635,1,1,0,0
5,2014-12-19,7721,546,1,1,0,0
6,2014-12-20,8201,613,1,0,0,0
7,2014-12-21,0,0,0,0,0,0
1,2014-12-22,9750,764,1,0,0,1
2,2014-12-23,10150,790,1,0,0,1
3,2014-12-24,5271,429,1,0,0,1
4,2014-12-25,0,0,0,0,c,1
5,2014-12-26,0,0,0,0,c,1
6,2014-12-27,4680,352,1,0,0,0
7,2014-12-28,0,0,0,0,0,0
1,2014-12-29,5228,429,1,0,0,1
2,2014-12-30,5703,471,1,0,0,1
3,2014-12-31,3550,311,1,0,0,1
4,2015-01-01,0,0,0,0,a,1
5,2015-01-02,4780,383,1,0,0,1
6,2015-01-03,5202,417,1,0,0,0
7,2015-01-04,0,0,0,0,0,0
1,2015-01-05,8208,550,1,1,0,1
2,2015-01-06,4933,352,1,1,0,1
3,2015-01-07,5110,353,1,1,0,1
4,2015-01-08,5087,391,1,1,0,0
5,2015-01-09,6430,449,1,1,0,0
6,2015-01-10,5079,439,1,0,0,0
7,2015-01-11,0,0,0,0,0,0
1,2015-01-12,7856,498,1,1,0,0
2,2015-01-13,5472,395,1,1,0,0
3,2015-01-14,4636,323,1,1,0,0
4,2015-01-15,5286,399,1,1,0,0
5,2015-01-16,5397,414,1,1,0,0
6,2015-01-17,5817,464,1,0,0,0
7,2015-01-18,0,0,0,0,0,0
1,2015-01-19,3513,318,1,0,0,0
2,2015-01-20,3113,264,1,0,0,0
3,2015-01-21,3513,303,1,0,0,0
4,2015-01-22,3762,319,1,0,0,0
5,2015-01-23,4581,372,1,0,0,0
6,2015-01-24,5444,443,1,0,0,0
7,2015-01-25,0,0,0,0,0,0
1,2015-01-26,6531,450,1,1,0,0
2,2015-01-27,4792,378,1,1,0,0
3,2015-01-28,5007,372,1,1,0,0
4,2015-01-29,5755,420,1,1,0,0
5,2015-01-30,5882,453,1,1,0,0
6,2015-01-31,6824,530,1,0,0,0
7,2015-02-01,0,0,0,0,0,0
1,2015-02-02,6448,453,1,1,0,0
2,2015-02-03,4920,369,1,1,0,0
3,2015-02-04,4944,364,1,1,0,0
4,2015-02-05,5288,414,1,1,0,0
5,2015-02-06,5627,457,1,1,0,0
6,2015-02-07,5383,451,1,0,0,0
7,2015-02-08,0,0,0,0,0,0
1,2015-02-09,4603,358,1,0,0,0
2,2015-02-10,3815,337,1,0,0,0
3,2015-02-11,3555,322,1,0,0,0
4,2015-02-12,4020,368,1,0,0,0
5,2015-02-13,4892,411,1,0,0,0
6,2015-02-14,5593,484,1,0,0,0
7,2015-02-15,0,0,0,0,0,0
1,2015-02-16,4358,299,1,1,0,0
2,2015-02-17,6244,410,1,1,0,0
3,2015-02-18,5577,392,1,1,0,0
4,2015-02-19,5658,437,1,1,0,0
5,2015-02-20,5438,439,1,1,0,0
6,2015-02-21,5753,479,1,0,0,0
7,2015-02-22,0,0,0,0,0,0
1,2015-02-23,3258,304,1,0,0,0
2,2015-02-24,3552,330,1,0,0,0
3,2015-02-25,3638,309,1,0,0,0
4,2015-02-26,4204,351,1,0,0,0
5,2015-02-27,5433,410,1,0,0,0
6,2015-02-28,6519,468,1,0,0,0
7,2015-03-01,0,0,0,0,0,0
1,2015-03-02,7653,491,1,1,0,0
2,2015-03-03,5730,428,1,1,0,0
3,2015-03-04,5661,398,1,1,0,0
4,2015-03-05,5779,431,1,1,0,0
5,2015-03-06,5225,412,1,1,0,0
6,2015-03-07,5845,464,1,0,0,0
7,2015-03-08,0,0,0,0,0,0
1,2015-03-09,3988,360,1,0,0,0
2,2015-03-10,3593,298,1,0,0,0
3,2015-03-11,3208,281,1,0,0,0
4,2015-03-12,4188,355,1,0,0,0
5,2015-03-13,4865,376,1,0,0,0
6,2015-03-14,5897,442,1,0,0,0
7,2015-03-15,0,0,0,0,0,0
1,2015-03-16,7183,494,1,1,0,0
2,2015-03-17,5249,373,1,1,0,0
3,2015-03-18,4377,352,1,1,0,0
4,2015-03-19,5935,440,1,1,0,0
5,2015-03-20,5071,397,1,1,0,0
6,2015-03-21,5363,428,1,0,0,0
7,2015-03-22,0,0,0,0,0,0
1,2015-03-23,3772,347,1,0,0,0
2,2015-03-24,3721,313,1,0,0,0
3,2015-03-25,3812,301,1,0,0,0
4,2015-03-26,4183,330,1,0,0,1
5,2015-03-27,5068,407,1,0,0,1
6,2015-03-28,5678,444,1,0,0,0
7,2015-03-29,0,0,0,0,0,0
1,2015-03-30,8210,545,1,1,0,1
2,2015-03-31,7108,469,1,1,0,1
3,2015-04-01,8087,579,1,1,0,1
4,2015-04-02,7770,603,1,1,0,1
5,2015-04-03,0,0,0,1,b,1
6,2015-04-04,7943,642,1,0,0,0
7,2015-04-05,0,0,0,0,0,0
1,2015-04-06,0,0,0,0,b,1
2,2015-04-07,3995,354,1,0,0,1
3,2015-04-08,4053,339,1,0,0,1
4,2015-04-09,4021,335,1,0,0,1
5,2015-04-10,4412,376,1,0,0,1
6,2015-04-11,4729,385,1,0,0,0
7,2015-04-12,0,0,0,0,0,0
1,2015-04-13,7947,520,1,1,0,0
2,2015-04-14,5613,392,1,1,0,0
3,2015-04-15,4948,361,1,1,0,0
4,2015-04-16,5685,390,1,1,0,0
5,2015-04-17,6877,489,1,1,0,0
6,2015-04-18,5540,475,1,0,0,0
7,2015-04-19,0,0,0,0,0,0
1,2015-04-20,3743,337,1,0,0,0
2,2015-04-21,3398,293,1,0,0,0
3,2015-04-22,3792,311,1,0,0,0
4,2015-04-23,3868,335,1,0,0,0
5,2015-04-24,3781,345,1,0,0,0
6,2015-04-25,5743,436,1,0,0,0
7,2015-04-26,0,0,0,0,0,0
1,2015-04-27,6608,434,1,1,0,0
2,2015-04-28,6062,419,1,1,0,0
3,2015-04-29,6011,437,1,1,0,0
4,2015-04-30,7213,550,1,1,0,0
5,2015-05-01,0,0,0,1,a,0
6,2015-05-02,7834,559,1,0,0,0
7,2015-05-03,0,0,0,0,0,0
1,2015-05-04,7156,467,1,1,0,0
2,2015-05-05,4968,378,1,1,0,0
3,2015-05-06,5344,376,1,1,0,0
4,2015-05-07,5732,433,1,1,0,0
5,2015-05-08,6026,446,1,1,0,0
6,2015-05-09,6929,560,1,0,0,0
7,2015-05-10,0,0,0,0,0,0
1,2015-05-11,3953,330,1,0,0,0
2,2015-05-12,3621,323,1,0,0,0
3,2015-05-13,5769,499,1,0,0,0
4,2015-05-14,0,0,0,0,a,0
5,2015-05-15,5105,427,1,0,0,0
6,2015-05-16,5506,423,1,0,0,0
7,2015-05-17,0,0,0,0,0,0
1,2015-05-18,6494,460,1,1,0,0
2,2015-05-19,6010,421,1,1,0,0
3,2015-05-20,5302,388,1,1,0,0
4,2015-05-21,5418,420,1,1,0,0
5,2015-05-22,6040,447,1,1,0,0
6,2015-05-23,5615,491,1,0,0,0
7,2015-05-24,0,0,0,0,0,0
1,2015-05-25,0,0,0,0,a,0
2,2015-05-26,4488,365,1,0,0,0
3,2015-05-27,3934,319,1,0,0,0
4,2015-05-28,4377,365,1,0,0,0
5,2015-05-29,5799,421,1,0,0,0
6,2015-05-30,6462,480,1,0,0,0
7,2015-05-31,0,0,0,0,0,0
1,2015-06-01,8022,528,1,1,0,0
2,2015-06-02,5697,401,1,1,0,0
3,2015-06-03,7892,576,1,1,0,0
4,2015-06-04,0,0,0,1,a,0
5,2015-06-05,7717,576,1,1,0,0
6,2015-06-06,5876,478,1,0,0,0
7,2015-06-07,0,0,0,0,0,0
1,2015-06-08,5275,400,1,0,0,0
2,2015-06-09,3795,307,1,0,0,0
3,2015-06-10,4449,337,1,0,0,0
4,2015-06-11,4285,338,1,0,0,0
5,2015-06-12,4546,368,1,0,0,0
6,2015-06-13,5541,460,1,0,0,0
7,2015-06-14,0,0,0,0,0,0
1,2015-06-15,8196,548,1,1,0,0
2,2015-06-16,6190,435,1,1,0,0
3,2015-06-17,6129,437,1,1,0,0
4,2015-06-18,5481,429,1,1,0,0
5,2015-06-19,5888,449,1,1,0,0
6,2015-06-20,5313,447,1,0,0,0
7,2015-06-21,0,0,0,0,0,0
1,2015-06-22,4043,341,1,0,0,0
2,2015-06-23,3313,282,1,0,0,0
3,2015-06-24,3624,276,1,0,0,0
4,2015-06-25,4057,340,1,0,0,0
5,2015-06-26,4449,361,1,0,0,0
6,2015-06-27,6057,471,1,0,0,0
7,2015-06-28,0,0,0,0,0,0
1,2015-06-29,8569,546,1,1,0,0
2,2015-06-30,6372,417,1,1,0,0
3,2015-07-01,5621,399,1,1,0,0
4,2015-07-02,5464,399,1,1,0,0
5,2015-07-03,6517,447,1,1,0,0
6,2015-07-04,5752,442,1,0,0,0
7,2015-07-05,0,0,0,0,0,0
1,2015-07-06,4976,413,1,0,0,0
2,2015-07-07,4330,345,1,0,0,0
3,2015-07-08,4278,330,1,0,0,0
4,2015-07-09,4006,344,1,0,0,0
5,2015-07-10,4765,393,1,0,0,0
6,2015-07-11,5350,420,1,0,0,0
7,2015-07-12,0,0,0,0,0,0
1,2015-07-13,7836,504,1,1,0,0
2,2015-07-14,5812,427,1,1,0,0
3,2015-07-15,4743,353,1,1,0,0
4,2015-07-16,6589,449,1,1,0,0
5,2015-07-17,5420,426,1,1,0,0
6,2015-07-18,6496,513,1,0,0,0
7,2015-07-19,0,0,0,0,0,0
1,2015-07-20,4571,363,1,0,0,0
2,2015-07-21,4048,319,1,0,0,0
3,2015-07-22,4122,342,1,0,0,0
4,2015-07-23,4456,391,1,0,0,0
5,2015-07-24,4906,365,1,0,0,0
6,2015-07-25,5828,474,1,0,0,0
7,2015-07-26,0,0,0,0,0,0
1,2015-07-27,7450,500,1,1,0,1
2,2015-07-28,5504,365,1,1,0,1
3,2015-07-29,5341,387,1,1,0,1
4,2015-07-30,6063,445,1,1,0,1
5,2015-07-31,6301,442,1,1,0,1
