@relation train-weka.filters.unsupervised.instance.RemoveWithValues-S16.0-Cfirst-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S15.0-Cfirst-Lfirst-last

@attribute DayOfWeek numeric
@attribute Date date yyyy-MM-dd
@attribute Sales numeric
@attribute Customers numeric
@attribute Open numeric
@attribute Promo numeric
@attribute StateHoliday string
@attribute SchoolHoliday numeric

@data
1,2014-09-15,8315,753,1,1,0,0
2,2014-09-16,6226,614,1,1,0,0
3,2014-09-17,6488,638,1,1,0,0
4,2014-09-18,6260,655,1,1,0,0
5,2014-09-19,6557,657,1,1,0,0
6,2014-09-20,4689,538,1,0,0,0
7,2014-09-21,0,0,0,0,0,0
1,2014-09-22,5307,574,1,0,0,0
2,2014-09-23,4928,562,1,0,0,0
3,2014-09-24,4369,502,1,0,0,0
4,2014-09-25,4613,545,1,0,0,0
5,2014-09-26,5870,644,1,0,0,0
6,2014-09-27,5047,563,1,0,0,0
7,2014-09-28,0,0,0,0,0,0
1,2014-09-29,9761,854,1,1,0,0
2,2014-09-30,10574,886,1,1,0,0
3,2014-10-01,6747,650,1,1,0,0
4,2014-10-02,7712,834,1,1,0,0
5,2014-10-03,0,0,0,1,a,0
6,2014-10-04,6637,733,1,0,0,0
7,2014-10-05,0,0,0,0,0,0
1,2014-10-06,8189,782,1,1,0,0
2,2014-10-07,7390,651,1,1,0,0
3,2014-10-08,6945,672,1,1,0,0
4,2014-10-09,7072,671,1,1,0,0
5,2014-10-10,7629,740,1,1,0,0
6,2014-10-11,5372,590,1,0,0,0
7,2014-10-12,0,0,0,0,0,0
1,2014-10-13,5301,566,1,0,0,1
2,2014-10-14,4617,526,1,0,0,1
3,2014-10-15,4463,501,1,0,0,1
4,2014-10-16,4859,565,1,0,0,1
5,2014-10-17,4920,557,1,0,0,1
6,2014-10-18,4814,566,1,0,0,0
7,2014-10-19,0,0,0,0,0,0
1,2014-10-20,8064,760,1,1,0,1
2,2014-10-21,5777,560,1,1,0,1
3,2014-10-22,5232,551,1,1,0,1
4,2014-10-23,6355,659,1,1,0,1
5,2014-10-24,6839,668,1,1,0,1
6,2014-10-25,4421,567,1,0,0,0
7,2014-10-26,0,0,0,0,0,0
1,2014-10-27,5669,616,1,0,0,0
2,2014-10-28,4989,538,1,0,0,0
3,2014-10-29,5538,578,1,0,0,0
4,2014-10-30,6355,649,1,0,0,0
5,2014-10-31,6718,706,1,0,0,0
6,2014-11-01,5868,645,1,0,0,0
7,2014-11-02,0,0,0,0,0,0
1,2014-11-03,8696,798,1,1,0,0
2,2014-11-04,8729,770,1,1,0,0
3,2014-11-05,7455,686,1,1,0,0
4,2014-11-06,7758,716,1,1,0,0
5,2014-11-07,7990,770,1,1,0,0
6,2014-11-08,5973,639,1,0,0,0
7,2014-11-09,0,0,0,0,0,0
1,2014-11-10,8386,748,1,1,0,0
2,2014-11-11,7587,674,1,1,0,0
3,2014-11-12,6155,602,1,1,0,0
4,2014-11-13,6939,646,1,1,0,0
5,2014-11-14,6538,668,1,1,0,0
6,2014-11-15,5487,604,1,0,0,0
7,2014-11-16,0,0,0,0,0,0
1,2014-11-17,5298,612,1,0,0,0
2,2014-11-18,5248,548,1,0,0,0
3,2014-11-19,5544,578,1,0,0,0
4,2014-11-20,5497,606,1,0,0,0
5,2014-11-21,6023,635,1,0,0,0
6,2014-11-22,5098,573,1,0,0,0
7,2014-11-23,0,0,0,0,0,0
1,2014-11-24,9015,788,1,1,0,0
2,2014-11-25,7760,694,1,1,0,0
3,2014-11-26,7828,719,1,1,0,0
4,2014-11-27,9128,808,1,1,0,0
5,2014-11-28,9917,850,1,1,0,0
6,2014-11-29,8189,821,1,0,0,0
7,2014-11-30,0,0,0,0,0,0
1,2014-12-01,11669,950,1,1,0,0
2,2014-12-02,9850,795,1,1,0,0
3,2014-12-03,8359,723,1,1,0,0
4,2014-12-04,9976,811,1,1,0,0
5,2014-12-05,11490,957,1,1,0,0
6,2014-12-06,5960,640,1,0,0,0
7,2014-12-07,0,0,0,0,0,0
1,2014-12-08,6200,642,1,0,0,0
2,2014-12-09,6171,649,1,0,0,0
3,2014-12-10,5940,585,1,0,0,0
4,2014-12-11,5870,545,1,0,0,0
5,2014-12-12,6624,662,1,0,0,0
6,2014-12-13,7534,727,1,0,0,0
7,2014-12-14,0,0,0,0,0,0
1,2014-12-15,13256,1005,1,1,0,0
2,2014-12-16,9733,798,1,1,0,0
3,2014-12-17,10087,800,1,1,0,0
4,2014-12-18,9636,809,1,1,0,0
5,2014-12-19,9640,855,1,1,0,0
6,2014-12-20,8403,765,1,0,0,0
7,2014-12-21,0,0,0,0,0,0
1,2014-12-22,11166,1057,1,0,0,1
2,2014-12-23,10465,1050,1,0,0,1
3,2014-12-24,4908,528,1,0,0,1
4,2014-12-25,0,0,0,0,c,1
5,2014-12-26,0,0,0,0,c,1
6,2014-12-27,6734,736,1,0,0,0
7,2014-12-28,0,0,0,0,0,0
1,2014-12-29,9377,875,1,0,0,1
2,2014-12-30,8670,836,1,0,0,1
3,2014-12-31,4291,476,1,0,0,1
4,2015-01-01,0,0,0,0,a,1
5,2015-01-02,5848,626,1,0,0,1
6,2015-01-03,4865,565,1,0,0,0
7,2015-01-04,0,0,0,0,0,0
1,2015-01-05,9310,818,1,1,0,1
2,2015-01-06,8111,706,1,1,0,1
3,2015-01-07,7294,669,1,1,0,0
4,2015-01-08,7415,668,1,1,0,0
5,2015-01-09,7615,662,1,1,0,0
6,2015-01-10,4802,537,1,0,0,0
7,2015-01-11,0,0,0,0,0,0
1,2015-01-12,7361,657,1,1,0,0
2,2015-01-13,7196,641,1,1,0,0
3,2015-01-14,7060,600,1,1,0,0
4,2015-01-15,6655,639,1,1,0,0
5,2015-01-16,8071,789,1,1,0,0
6,2015-01-17,5393,571,1,0,0,0
7,2015-01-18,0,0,0,0,0,0
1,2015-01-19,5125,552,1,0,0,0
2,2015-01-20,4353,511,1,0,0,0
3,2015-01-21,5175,539,1,0,0,0
4,2015-01-22,5636,614,1,0,0,0
5,2015-01-23,5385,593,1,0,0,0
6,2015-01-24,4536,486,1,0,0,0
7,2015-01-25,0,0,0,0,0,0
1,2015-01-26,7808,704,1,1,0,0
2,2015-01-27,7939,704,1,1,0,0
3,2015-01-28,6278,552,1,1,0,0
4,2015-01-29,4982,453,1,1,0,0
5,2015-01-30,8898,828,1,1,0,0
6,2015-01-31,6541,678,1,0,0,0
7,2015-02-01,0,0,0,0,0,0
1,2015-02-02,9076,808,1,1,0,0
2,2015-02-03,7220,668,1,1,0,0
3,2015-02-04,6984,644,1,1,0,0
4,2015-02-05,7164,697,1,1,0,0
5,2015-02-06,7710,738,1,1,0,0
6,2015-02-07,6093,632,1,0,0,0
7,2015-02-08,0,0,0,0,0,0
1,2015-02-09,5719,614,1,0,0,0
2,2015-02-10,5368,576,1,0,0,0
3,2015-02-11,5171,537,1,0,0,0
4,2015-02-12,5234,596,1,0,0,0
5,2015-02-13,7157,715,1,0,0,0
6,2015-02-14,5828,603,1,0,0,0
7,2015-02-15,0,0,0,0,0,0
1,2015-02-16,8900,761,1,1,0,0
2,2015-02-17,7454,676,1,1,0,0
3,2015-02-18,6313,585,1,1,0,0
4,2015-02-19,6781,654,1,1,0,0
5,2015-02-20,7151,688,1,1,0,0
6,2015-02-21,5174,600,1,0,0,0
7,2015-02-22,0,0,0,0,0,0
1,2015-02-23,5021,580,1,0,0,0
2,2015-02-24,4862,544,1,0,0,0
3,2015-02-25,4595,529,1,0,0,0
4,2015-02-26,6279,625,1,0,0,0
5,2015-02-27,6916,672,1,0,0,0
6,2015-02-28,6640,693,1,0,0,0
7,2015-03-01,0,0,0,0,0,0
1,2015-03-02,9608,830,1,1,0,0
2,2015-03-03,8688,764,1,1,0,0
3,2015-03-04,7096,664,1,1,0,0
4,2015-03-05,6950,687,1,1,0,0
5,2015-03-06,7738,723,1,1,0,0
6,2015-03-07,5870,613,1,0,0,0
7,2015-03-08,0,0,0,0,0,0
1,2015-03-09,5824,618,1,0,0,0
2,2015-03-10,5393,573,1,0,0,0
3,2015-03-11,5126,562,1,0,0,0
4,2015-03-12,5645,597,1,0,0,0
5,2015-03-13,6823,654,1,0,0,0
6,2015-03-14,6488,664,1,0,0,0
7,2015-03-15,0,0,0,0,0,0
1,2015-03-16,9465,856,1,1,0,0
2,2015-03-17,7262,664,1,1,0,0
3,2015-03-18,6769,605,1,1,0,0
4,2015-03-19,7418,695,1,1,0,0
5,2015-03-20,7804,771,1,1,0,0
6,2015-03-21,5350,566,1,0,0,0
7,2015-03-22,0,0,0,0,0,0
1,2015-03-23,5871,657,1,0,0,0
2,2015-03-24,5108,567,1,0,0,0
3,2015-03-25,5579,526,1,0,0,0
4,2015-03-26,5642,576,1,0,0,0
5,2015-03-27,6747,662,1,0,0,0
6,2015-03-28,6067,610,1,0,0,0
7,2015-03-29,0,0,0,0,0,0
1,2015-03-30,11975,923,1,1,0,0
2,2015-03-31,12039,863,1,1,0,0
3,2015-04-01,10155,887,1,1,0,1
4,2015-04-02,10309,973,1,1,0,1
5,2015-04-03,0,0,0,1,b,1
6,2015-04-04,8207,841,1,0,0,0
7,2015-04-05,0,0,0,0,0,0
1,2015-04-06,0,0,0,0,b,1
2,2015-04-07,6425,685,1,0,0,1
3,2015-04-08,5031,566,1,0,0,1
4,2015-04-09,5662,586,1,0,0,1
5,2015-04-10,6309,631,1,0,0,1
6,2015-04-11,5315,585,1,0,0,0
7,2015-04-12,0,0,0,0,0,0
1,2015-04-13,9486,799,1,1,0,1
2,2015-04-14,8304,699,1,1,0,1
3,2015-04-15,6142,586,1,1,0,1
4,2015-04-16,7123,683,1,1,0,1
5,2015-04-17,7646,710,1,1,0,1
6,2015-04-18,5209,592,1,0,0,0
7,2015-04-19,0,0,0,0,0,0
1,2015-04-20,5211,585,1,0,0,0
2,2015-04-21,4777,539,1,0,0,0
3,2015-04-22,5305,560,1,0,0,0
4,2015-04-23,5215,604,1,0,0,0
5,2015-04-24,6465,668,1,0,0,0
6,2015-04-25,5869,638,1,0,0,0
7,2015-04-26,0,0,0,0,0,0
1,2015-04-27,9340,788,1,1,0,0
2,2015-04-28,8367,753,1,1,0,0
3,2015-04-29,8972,771,1,1,0,0
4,2015-04-30,11071,961,1,1,0,0
5,2015-05-01,0,0,0,1,a,0
6,2015-05-02,8082,833,1,0,0,0
7,2015-05-03,0,0,0,0,0,0
1,2015-05-04,9132,794,1,1,0,0
2,2015-05-05,6653,620,1,1,0,0
3,2015-05-06,7652,663,1,1,0,0
4,2015-05-07,8421,790,1,1,0,0
5,2015-05-08,7944,737,1,1,0,0
6,2015-05-09,6719,694,1,0,0,0
7,2015-05-10,0,0,0,0,0,0
1,2015-05-11,6003,602,1,0,0,0
2,2015-05-12,6067,635,1,0,0,0
3,2015-05-13,7312,755,1,0,0,0
4,2015-05-14,0,0,0,0,a,0
5,2015-05-15,6674,696,1,0,0,1
6,2015-05-16,5919,618,1,0,0,0
7,2015-05-17,0,0,0,0,0,0
1,2015-05-18,8643,800,1,1,0,0
2,2015-05-19,7460,685,1,1,0,0
3,2015-05-20,6891,627,1,1,0,0
4,2015-05-21,6654,673,1,1,0,0
5,2015-05-22,7345,679,1,1,0,0
6,2015-05-23,5333,598,1,0,0,0
7,2015-05-24,0,0,0,0,0,0
1,2015-05-25,0,0,0,0,a,0
2,2015-05-26,6278,657,1,0,0,0
3,2015-05-27,6581,610,1,0,0,0
4,2015-05-28,7010,702,1,0,0,0
5,2015-05-29,8632,763,1,0,0,0
6,2015-05-30,7049,684,1,0,0,0
7,2015-05-31,0,0,0,0,0,0
1,2015-06-01,10767,884,1,1,0,0
2,2015-06-02,7769,675,1,1,0,0
3,2015-06-03,8366,727,1,1,0,0
4,2015-06-04,7528,713,1,1,0,0
5,2015-06-05,7552,707,1,1,0,0
6,2015-06-06,6393,700,1,0,0,0
7,2015-06-07,0,0,0,0,0,0
1,2015-06-08,6177,623,1,0,0,0
2,2015-06-09,5109,571,1,0,0,0
3,2015-06-10,5569,601,1,0,0,0
4,2015-06-11,5911,588,1,0,0,0
5,2015-06-12,5757,641,1,0,0,0
6,2015-06-13,5787,563,1,0,0,0
7,2015-06-14,0,0,0,0,0,0
1,2015-06-15,8825,802,1,1,0,0
2,2015-06-16,8600,725,1,1,0,0
3,2015-06-17,7026,681,1,1,0,0
4,2015-06-18,6786,634,1,1,0,0
5,2015-06-19,7851,764,1,1,0,0
6,2015-06-20,5405,565,1,0,0,0
7,2015-06-21,0,0,0,0,0,0
1,2015-06-22,5513,587,1,0,0,0
2,2015-06-23,5143,566,1,0,0,0
3,2015-06-24,5339,560,1,0,0,0
4,2015-06-25,4979,564,1,0,0,0
5,2015-06-26,6376,655,1,0,0,0
6,2015-06-27,6275,669,1,0,0,0
7,2015-06-28,0,0,0,0,0,0
1,2015-06-29,11290,915,1,1,0,0
2,2015-06-30,11332,866,1,1,0,0
3,2015-07-01,6043,622,1,1,0,0
4,2015-07-02,7242,678,1,1,0,0
5,2015-07-03,7554,702,1,1,0,0
6,2015-07-04,5388,588,1,0,0,0
7,2015-07-05,0,0,0,0,0,0
1,2015-07-06,5431,651,1,0,0,0
2,2015-07-07,5555,588,1,0,0,0
3,2015-07-08,5466,580,1,0,0,0
4,2015-07-09,5609,582,1,0,0,0
5,2015-07-10,6323,656,1,0,0,0
6,2015-07-11,5738,598,1,0,0,0
7,2015-07-12,0,0,0,0,0,0
1,2015-07-13,8691,759,1,1,0,0
2,2015-07-14,7857,687,1,1,0,0
3,2015-07-15,7885,694,1,1,0,0
4,2015-07-16,8501,769,1,1,0,0
5,2015-07-17,9368,775,1,1,0,0
6,2015-07-18,5770,609,1,0,0,0
7,2015-07-19,0,0,0,0,0,0
1,2015-07-20,6898,671,1,0,0,1
2,2015-07-21,5449,545,1,0,0,1
3,2015-07-22,4899,511,1,0,0,1
4,2015-07-23,5623,586,1,0,0,1
5,2015-07-24,5255,573,1,0,0,1
6,2015-07-25,5209,555,1,0,0,0
7,2015-07-26,0,0,0,0,0,0
1,2015-07-27,9053,753,1,1,0,1
2,2015-07-28,7516,646,1,1,0,1
3,2015-07-29,7583,668,1,1,0,1
4,2015-07-30,8891,741,1,1,0,1
5,2015-07-31,9191,766,1,1,0,1
